intertidal_sitename,cbsLat,cbsLong,georegion,bioregion,State_Province,Island,MPA_name,MPA_designation,NMS_name,ASBS_name,survey_rep,year,species_lump,name_1990,name_2000,number_of_hits,number_of_transect_locations,percent_cover
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Aplidium spp,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Aplidium spp,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Aplidium spp,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Aplidium spp,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Aplidium spp,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Aplysia californica,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Aplysia californica,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Aplysia californica,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Aplysia californica,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Aplysia californica,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Aplysia californica,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Aplysina fistularis,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Aplysina fistularis,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Aplysina fistularis,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Aplysina fistularis,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Aplysina fistularis,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Aplysina fistularis,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Archidistoma diaphanes,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Archidistoma diaphanes,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Archidistoma diaphanes,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Archidistoma diaphanes,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Archidistoma diaphanes,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Archidistoma diaphanes,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Archidistoma ritteri,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Archidistoma ritteri,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Archidistoma ritteri,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Archidistoma ritteri,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Archidistoma ritteri,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Archidistoma ritteri,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Asparagopsis taxiformis,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Asparagopsis taxiformis,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Asparagopsis taxiformis,Algae/plants,Other red algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Asparagopsis taxiformis,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Asparagopsis taxiformis,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Asparagopsis taxiformis,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Balanus crenatus,Balanus/Chthamalus,Balanus/Chthamalus,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Balanus crenatus,Balanus/Chthamalus,Balanus/Chthamalus,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Balanus crenatus,Balanus/Chthamalus,Balanus/Chthamalus,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Balanus crenatus,Balanus/Chthamalus,Balanus/Chthamalus,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Balanus crenatus,Balanus/Chthamalus,Balanus/Chthamalus,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Balanus crenatus,Balanus/Chthamalus,Balanus/Chthamalus,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Balanus glandula,Balanus/Chthamalus,Balanus/Chthamalus,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Balanus glandula,Balanus/Chthamalus,Balanus/Chthamalus,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Balanus glandula,Balanus/Chthamalus,Balanus/Chthamalus,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Balanus glandula,Balanus/Chthamalus,Balanus/Chthamalus,2,1303,0.153491942
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Balanus glandula,Balanus/Chthamalus,Balanus/Chthamalus,5,1156,0.432525952
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Balanus glandula,Balanus/Chthamalus,Balanus/Chthamalus,5,1144,0.437062937
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Balanus glandula/Semibalanus balanoides,Balanus/Chthamalus,Balanus/Chthamalus,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Balanus glandula/Semibalanus balanoides,Balanus/Chthamalus,Balanus/Chthamalus,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Balanus glandula/Semibalanus balanoides,Balanus/Chthamalus,Balanus/Chthamalus,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Balanus glandula/Semibalanus balanoides,Balanus/Chthamalus,Balanus/Chthamalus,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Balanus glandula/Semibalanus balanoides,Balanus/Chthamalus,Balanus/Chthamalus,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Balanus glandula/Semibalanus balanoides,Balanus/Chthamalus,Balanus/Chthamalus,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Balanus nubilus,Balanus/Chthamalus,Balanus/Chthamalus,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Balanus nubilus,Balanus/Chthamalus,Balanus/Chthamalus,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Balanus nubilus,Balanus/Chthamalus,Balanus/Chthamalus,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Balanus nubilus,Balanus/Chthamalus,Balanus/Chthamalus,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Balanus nubilus,Balanus/Chthamalus,Balanus/Chthamalus,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Balanus nubilus,Balanus/Chthamalus,Balanus/Chthamalus,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Bangia spp,Algae/plants,Other red algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Bangia spp,Algae/plants,Other red algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Bangia spp,Algae/plants,Other red algae,1,1049,0.095328885
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Bangia spp,Algae/plants,Other red algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Bangia spp,Algae/plants,Other red algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Bangia spp,Algae/plants,Other red algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Bittium eschrichtii,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Bittium eschrichtii,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Bittium eschrichtii,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Bittium eschrichtii,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Bittium eschrichtii,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Bittium eschrichtii,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Blue Green Algae,Algae/plants,Other algae/plants,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Blue Green Algae,Algae/plants,Other algae/plants,5,1109,0.450856628
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Blue Green Algae,Algae/plants,Other algae/plants,5,1049,0.476644423
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Blue Green Algae,Algae/plants,Other algae/plants,1,1303,0.076745971
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Blue Green Algae,Algae/plants,Other algae/plants,3,1156,0.259515571
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Blue Green Algae,Algae/plants,Other algae/plants,1,1144,0.087412587
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Boring clam,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Boring clam,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Boring clam,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Boring clam,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Boring clam,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Boring clam,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Bossiella spp,Algae/plants,Crustose corallines,4,1166,0.343053173
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Bossiella spp,Algae/plants,Crustose corallines,4,1109,0.360685302
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Bossiella spp,Algae/plants,Crustose corallines,1,1049,0.095328885
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Bossiella spp,Algae/plants,Crustose corallines,6,1303,0.460475825
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Bossiella spp,Algae/plants,Crustose corallines,5,1156,0.432525952
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Bossiella spp,Algae/plants,Crustose corallines,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Bryopsis spp,Algae/plants,Other green algae,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Bryopsis spp,Algae/plants,Other green algae,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Bryopsis spp,Algae/plants,Other green algae,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Bryopsis spp,Algae/plants,Other green algae,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Bryopsis spp,Algae/plants,Other green algae,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Bryopsis spp,Algae/plants,Other green algae,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Bugula neritina,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Bugula neritina,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Bugula neritina,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Bugula neritina,Animals,Other invertebrates,0,1303,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2012,Bugula neritina,Animals,Other invertebrates,0,1156,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,4,2017,Bugula neritina,Animals,Other invertebrates,0,1144,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Bulla gouldiana,Animals,Other invertebrates,0,1166,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,2,2004,Bulla gouldiana,Animals,Other invertebrates,0,1109,0
Cabrillo I,32.66943401,-117.2454143,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,6,2020,Bulla gouldiana,Animals,Other invertebrates,0,1049,0
Cabrillo III,32.66489852,-117.2428179,CA South,Government Point to Mexico,California,Mainland,Cabrillo SMR,SMR,,,1,2002,Bulla gouldiana,Animals,Other invertebrates,0,1303,0
